Team,Player Number,Count,Event,Year
Stuttgart Scorpions II,32,2,Touchdown,2025
Stuttgart Scorpions II,37,1,First Down,2025
Stuttgart Scorpions II,37,2,Touchdown,2025
Stuttgart Scorpions II,37,4,1-Extra-Punkt,2025
Stuttgart Scorpions II,44,1,Touchdown,2025
Stuttgart Scorpions II,46,2,Interception,2025
Stuttgart Scorpions II,47,1,First Down,2025
Stuttgart Scorpions II,55,5,First Down,2025
Stuttgart Scorpions II,55,6,Touchdown,2025
Stuttgart Scorpions II,55,1,2-Extra-Punkte,2025
Stuttgart Scorpions II,74,3,Interception,2025
Stuttgart Scorpions II,74,1,First Down,2025
Stuttgart Scorpions II,74,3,Touchdown,2025
Stuttgart Scorpions II,78,2,1-Extra-Punkt,2025
Stuttgart Scorpions II,78,5,First Down,2025
Stuttgart Scorpions II,99,5,Touchdown,2025
Stuttgart Scorpions II,99,1,1-Extra-Punkt,2025
Stuttgart Scorpions II,99,2,First Down,2025
Stuttgart Scorpions Women,3,4,Interception,2025
Stuttgart Scorpions Women,4,3,Strafe,2025
Stuttgart Scorpions Women,10,4,First Down,2025
Stuttgart Scorpions Women,10,2,2-Extra-Punkte,2025
Stuttgart Scorpions Women,10,1,1-Extra-Punkt,2025
Stuttgart Scorpions Women,10,1,Strafe,2025
Stuttgart Scorpions Women,10,1,Interception,2025
Stuttgart Scorpions Women,10,1,Touchdown,2025
Stuttgart Scorpions Women,13,1,First Down,2025
Stuttgart Scorpions Women,13,1,2-Extra-Punkte,2025
Stuttgart Scorpions Women,13,1,1-Extra-Punkt,2025
Stuttgart Scorpions Women,14,1,Strafe,2025
Stuttgart Scorpions Women,14,4,Interception,2025
Stuttgart Scorpions Women,14,7,First Down,2025
Stuttgart Scorpions Women,14,5,2-Extra-Punkte,2025
Stuttgart Scorpions Women,14,12,Touchdown,2025
Stuttgart Scorpions Women,14,1,1-Extra-Punkt,2025
Stuttgart Scorpions Women,16,1,First Down,2025
Stuttgart Scorpions Women,16,1,2-Extra-Punkte,2025
Stuttgart Scorpions Women,17,1,Touchdown,2025
Stuttgart Scorpions Women,17,2,Strafe,2025
Stuttgart Scorpions Women,17,2,Interception,2025
Stuttgart Scorpions Women,20,1,Interception,2025
Stuttgart Scorpions Women,20,1,First Down,2025
Stuttgart Scorpions Women,20,2,2-Extra-Punkte,2025
Stuttgart Scorpions Women,20,4,Touchdown,2025
Stuttgart Scorpions Women,26,1,Strafe,2025
Stuttgart Scorpions Women,26,4,Interception,2025
Stuttgart Scorpions Women,26,10,First Down,2025
Stuttgart Scorpions Women,26,7,2-Extra-Punkte,2025
Stuttgart Scorpions Women,26,13,Touchdown,2025
Stuttgart Scorpions Women,36,1,Interception,2025
Stuttgart Scorpions Women,43,4,Touchdown,2025
Stuttgart Scorpions Women,83,9,Touchdown,2025
Stuttgart Scorpions Women,83,6,First Down,2025
Stuttgart Scorpions Women,83,3,2-Extra-Punkte,2025
Stuttgart Silver Arrows,2,2,Touchdown,2025
Stuttgart Silver Arrows,2,4,First Down,2025
Stuttgart Silver Arrows,2,3,1-Extra-Punkt,2025
Stuttgart Silver Arrows,2,2,Strafe,2025
Stuttgart Silver Arrows,7,1,Strafe,2025
Stuttgart Silver Arrows,7,1,Interception,2025
Stuttgart Silver Arrows,7,1,First Down,2025
Stuttgart Silver Arrows,10,3,Touchdown,2025
Stuttgart Silver Arrows,10,4,Interception,2025
Stuttgart Silver Arrows,10,1,First Down,2025
Stuttgart Silver Arrows,11,3,Touchdown,2025
Stuttgart Silver Arrows,11,1,1-Extra-Punkt,2025
Stuttgart Silver Arrows,11,3,Interception,2025
Stuttgart Silver Arrows,11,1,First Down,2025
Stuttgart Silver Arrows,12,1,First Down,2025
Stuttgart Silver Arrows,12,2,Touchdown,2025
Stuttgart Silver Arrows,12,1,1-Extra-Punkt,2025
Stuttgart Silver Arrows,13,1,First Down,2025
Stuttgart Silver Arrows,16,4,Interception,2025
Stuttgart Silver Arrows,16,2,Touchdown,2025
Stuttgart Silver Arrows,16,1,Strafe,2025
Stuttgart Silver Arrows,16,3,First Down,2025
Stuttgart Silver Arrows,17,2,First Down,2025
Stuttgart Silver Arrows,17,1,2-Extra-Punkte,2025
Stuttgart Silver Arrows,21,1,Safety (+2),2025
Stuttgart Silver Arrows,21,2,Strafe,2025
Stuttgart Silver Arrows,23,5,1-Extra-Punkt,2025
Stuttgart Silver Arrows,23,1,Interception,2025
Stuttgart Silver Arrows,23,1,First Down,2025
Stuttgart Silver Arrows,23,4,Touchdown,2025
Stuttgart Silver Arrows,47,1,1-Extra-Punkt,2025
Stuttgart Silver Arrows,47,5,First Down,2025
Stuttgart Silver Arrows,47,2,Touchdown,2025
Stuttgart Silver Arrows,52,3,First Down,2025
Stuttgart Silver Arrows,52,1,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,2,2,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,2,1,Interception,2025
SV Rot-Weiß Viktoria Mitte 08,3,1,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,4,1,Interception,2025
SV Rot-Weiß Viktoria Mitte 08,4,2,1-Extra-Punkt,2025
SV Rot-Weiß Viktoria Mitte 08,4,1,First Down,2025
SV Rot-Weiß Viktoria Mitte 08,4,3,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,5,2,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,5,1,Strafe,2025
SV Rot-Weiß Viktoria Mitte 08,5,1,First Down,2025
SV Rot-Weiß Viktoria Mitte 08,6,4,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,6,2,Interception,2025
SV Rot-Weiß Viktoria Mitte 08,6,2,2-Extra-Punkte,2025
SV Rot-Weiß Viktoria Mitte 08,8,1,2-Extra-Punkte,2025
SV Rot-Weiß Viktoria Mitte 08,8,1,First Down,2025
SV Rot-Weiß Viktoria Mitte 08,8,4,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,8,1,Strafe,2025
SV Rot-Weiß Viktoria Mitte 08,12,1,First Down,2025
SV Rot-Weiß Viktoria Mitte 08,12,1,Interception,2025
SV Rot-Weiß Viktoria Mitte 08,12,3,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,14,1,Touchdown,2025
SV Rot-Weiß Viktoria Mitte 08,14,4,1-Extra-Punkt,2025
SV Rot-Weiß Viktoria Mitte 08,14,2,Strafe,2025
SV Rot-Weiß Viktoria Mitte 08,15,1,Safety (+2),2025
SV Rot-Weiß Viktoria Mitte 08,15,1,2-Extra-Punkte,2025
SV Rot-Weiß Viktoria Mitte 08,15,1,Touchdown,2025
SV Treschklingen Hornets,0,1,Safety (+2),2025
SV Treschklingen Hornets,5,1,Touchdown,2025
SV Treschklingen Hornets,12,1,First Down,2025
SV Treschklingen Hornets,17,2,Interception,2025
SV Treschklingen Hornets,18,2,First Down,2025
SV Treschklingen Hornets,19,1,First Down,2025
SV Treschklingen Hornets,23,1,First Down,2025
SV Treschklingen Hornets,23,1,1-Extra-Punkt,2025
SV Treschklingen Hornets,24,3,First Down,2025
SV Treschklingen Hornets,24,4,Touchdown,2025
SV Treschklingen Hornets,24,3,1-Extra-Punkt,2025
Tauberfranken Wolfpack Flag,16,1,Strafe,2025
Tauberfranken Wolfpack Flag,16,2,Touchdown,2025
Tauberfranken Wolfpack Flag,16,9,First Down,2025
Tauberfranken Wolfpack Flag,33,1,First Down,2025
Tauberfranken Wolfpack Flag,33,1,Interception,2025
Tauberfranken Wolfpack Flag,68,1,Touchdown,2025
Tauberfranken Wolfpack Flag,68,1,Interception,2025
Tauberfranken Wolfpack Flag,69,1,First Down,2025
Tauberfranken Wolfpack Flag,88,1,Touchdown,2025
Tauberfranken Wolfpack Flag,88,4,First Down,2025
Traunreut Munisier,5,1,Strafe,2025
Traunreut Munisier,7,2,Strafe,2025
Traunreut Munisier,12,1,First Down,2025
Traunreut Munisier,17,2,Interception,2025
Traunreut Munisier,17,1,Touchdown,2025
Traunreut Munisier,17,2,Safety (+2),2025
Traunreut Munisier,17,2,Strafe,2025
Traunreut Munisier,21,2,Touchdown,2025
Traunreut Munisier,21,2,2-Extra-Punkte,2025
Traunreut Munisier,21,1,Strafe,2025
Traunreut Munisier,33,1,Interception,2025
Traunreut Munisier,58,2,Strafe,2025
Traunreut Munisier,87,1,First Down,2025
Traunreut Munisier,87,1,2-Extra-Punkte,2025
Traunreut Munisier,90,1,Strafe,2025
Traunreut Munisier,90,2,Touchdown,2025
Traunreut Munisier,90,1,Safety (+2),2025
Traunreut Munisier,97,2,First Down,2025
Traunreut Munisier,97,4,Strafe,2025
Traunreut Munisier,97,1,Touchdown,2025
Trier Biber,0,15,First Down,2025
Trier Biber,0,1,2-Extra-Punkte,2025
Trier Biber,0,11,Touchdown,2025
Trier Biber,0,5,Strafe,2025
Trier Biber,1,5,1-Extra-Punkt,2025
Trier Biber,1,7,First Down,2025
Trier Biber,1,6,Touchdown,2025
Trier Biber,2,9,Touchdown,2025
Trier Biber,2,1,Strafe,2025
Trier Biber,2,2,2-Extra-Punkte,2025
Trier Biber,2,1,1-Extra-Punkt,2025
Trier Biber,2,11,First Down,2025
Trier Biber,3,1,Interception,2025
Trier Biber,3,1,Touchdown,2025
Trier Biber,4,2,Strafe,2025
Trier Biber,6,1,Interception,2025
Trier Biber,6,9,Touchdown,2025
Trier Biber,6,3,1-Extra-Punkt,2025
Trier Biber,6,1,Strafe,2025
Trier Biber,6,9,First Down,2025
Trier Biber,7,2,Strafe,2025
Trier Biber,7,3,First Down,2025
Trier Biber,8,1,1-Extra-Punkt,2025
Trier Biber,8,1,Strafe,2025
Trier Biber,13,3,1-Extra-Punkt,2025
Trier Biber,13,12,First Down,2025
Trier Biber,13,7,Touchdown,2025
Trier Biber,17,1,Strafe,2025
Trier Biber,17,6,Interception,2025
Trier Biber,21,1,First Down,2025
Trier Biber,25,1,Interception,2025
Trier Biber,25,1,Touchdown,2025
Trier Biber,39,2,Interception,2025
Trier Biber,43,1,Touchdown,2025
Trier Biber,43,1,1-Extra-Punkt,2025
Trier Biber,43,4,Interception,2025
Trier Biber,43,1,2-Extra-Punkte,2025
Trier Biber,82,1,Strafe,2025
Trier Biber,87,3,First Down,2025
Trier Biber,87,1,Strafe,2025
Trier Biber,87,2,Touchdown,2025
Trier Biber,87,1,1-Extra-Punkt,2025
Troisdorf Jets,0,2,1-Extra-Punkt,2025
Troisdorf Jets,0,1,2-Extra-Punkte,2025
Troisdorf Jets,0,8,First Down,2025
Troisdorf Jets,0,12,Touchdown,2025
Troisdorf Jets,0,4,Strafe,2025
Troisdorf Jets,2,4,Touchdown,2025
Troisdorf Jets,2,2,1-Extra-Punkt,2025
Troisdorf Jets,2,1,First Down,2025
Troisdorf Jets,2,1,Safety (+2),2025
Troisdorf Jets,6,1,First Down,2025
Troisdorf Jets,6,2,Strafe,2025
Troisdorf Jets,6,1,Touchdown,2025
Troisdorf Jets,6,2,Interception,2025
Troisdorf Jets,9,4,First Down,2025
Troisdorf Jets,9,1,1-Extra-Punkt,2025
Troisdorf Jets,9,1,Touchdown,2025
Troisdorf Jets,16,3,Interception,2025
Troisdorf Jets,16,2,Strafe,2025
Troisdorf Jets,16,1,First Down,2025
Troisdorf Jets,16,1,1-Extra-Punkt,2025
Troisdorf Jets,16,7,Touchdown,2025
Troisdorf Jets,17,2,Touchdown,2025
Troisdorf Jets,17,2,First Down,2025
Troisdorf Jets,21,1,First Down,2025
Troisdorf Jets,28,2,First Down,2025
Troisdorf Jets,72,1,First Down,2025
Troisdorf Jets,73,2,Interception,2025
TV Niederschelden Miners,10,4,First Down,2025
TV Niederschelden Miners,10,4,Touchdown,2025
TV Niederschelden Miners,10,7,2-Extra-Punkte,2025
TV Niederschelden Miners,10,1,1-Extra-Punkt,2025
TV Niederschelden Miners,10,1,Strafe,2025
TV Niederschelden Miners,11,4,First Down,2025
TV Niederschelden Miners,11,17,Touchdown,2025
TV Niederschelden Miners,11,2,2-Extra-Punkte,2025
TV Niederschelden Miners,11,3,1-Extra-Punkt,2025
TV Niederschelden Miners,14,1,Interception,2025
TV Niederschelden Miners,16,2,Touchdown,2025
TV Niederschelden Miners,17,1,Interception,2025
TV Niederschelden Miners,20,1,Strafe,2025
TV Niederschelden Miners,24,4,Touchdown,2025
TV Niederschelden Miners,24,1,Interception,2025
TV Niederschelden Miners,24,1,First Down,2025
TV Niederschelden Miners,24,4,2-Extra-Punkte,2025
TV Niederschelden Miners,28,1,Touchdown,2025
TV Niederschelden Miners,28,1,Interception,2025
TV Niederschelden Miners,41,1,Strafe,2025
TV Niederschelden Miners,41,2,Touchdown,2025
TV Niederschelden Miners,41,2,First Down,2025
TV Niederschelden Miners,42,1,Interception,2025
TV Niederschelden Miners,42,5,First Down,2025
TV Niederschelden Miners,42,2,2-Extra-Punkte,2025
TV Niederschelden Miners,42,5,Touchdown,2025
TV Niederschelden Miners,57,1,Interception,2025
TV Niederschelden Miners,75,3,Touchdown,2025
TV Niederschelden Miners,75,1,Safety (+2),2025
TV Niederschelden Miners,75,1,2-Extra-Punkte,2025
TV Niederschelden Miners,75,1,Strafe,2025
TV Niederschelden Miners,75,3,Interception,2025
TV Niederschelden Miners,81,4,1-Extra-Punkt,2025
TV Niederschelden Miners,81,1,First Down,2025
TV Niederschelden Miners,81,7,Touchdown,2025
TV Niederschelden Miners,81,3,Safety (+2),2025
TV Niederschelden Miners,81,3,2-Extra-Punkte,2025
TV Niederschelden Miners,81,1,Interception,2025
TV Niederschelden Miners,84,4,First Down,2025
TV Niederschelden Miners,84,7,Touchdown,2025
TV Niederschelden Miners,84,2,Strafe,2025
USV Jena Rockets,2,1,Strafe,2025
USV Jena Rockets,4,3,Touchdown,2025
USV Jena Rockets,4,2,Strafe,2025
USV Jena Rockets,4,1,Interception,2025
USV Jena Rockets,7,2,First Down,2025
USV Jena Rockets,7,4,Touchdown,2025
USV Jena Rockets,10,1,Strafe,2025
USV Jena Rockets,10,2,Touchdown,2025
USV Jena Rockets,11,5,Touchdown,2025
USV Jena Rockets,11,1,Safety (+2),2025
USV Jena Rockets,11,1,2-Extra-Punkte,2025
USV Jena Rockets,11,4,Interception,2025
USV Jena Rockets,11,1,Strafe,2025
USV Jena Rockets,13,3,1-Extra-Punkt,2025
USV Jena Rockets,13,1,Interception,2025
USV Jena Rockets,13,3,Strafe,2025
USV Jena Rockets,13,3,Touchdown,2025
USV Jena Rockets,13,1,First Down,2025
USV Jena Rockets,13,3,Safety (+2),2025
USV Jena Rockets,17,2,Interception,2025
USV Jena Rockets,17,1,Strafe,2025
USV Jena Rockets,21,3,Touchdown,2025
USV Jena Rockets,21,2,First Down,2025
USV Jena Rockets,22,1,1-Extra-Punkt,2025
USV Jena Rockets,22,3,Touchdown,2025
USV Jena Rockets,22,1,First Down,2025
USV Jena Rockets,24,3,Strafe,2025
USV Jena Rockets,27,1,Strafe,2025
USV Jena Rockets,27,2,Touchdown,2025
USV Jena Rockets,27,1,First Down,2025
USV Jena Rockets,27,2,1-Extra-Punkt,2025
USV Jena Rockets,27,4,Interception,2025
USV Jena Rockets,27,1,Safety (+2),2025
USV Jena Rockets,37,3,Strafe,2025
USV Jena Rockets,37,9,Touchdown,2025
USV Jena Rockets,37,10,First Down,2025
USV Jena Rockets,37,3,1-Extra-Punkt,2025
USV Jena Rockets,72,10,1-Extra-Punkt,2025
USV Jena Rockets,72,4,Strafe,2025
USV Jena Rockets,72,11,Touchdown,2025
USV Jena Rockets,72,7,First Down,2025
USV Jena Rockets,77,2,1-Extra-Punkt,2025
USV Jena Rockets,77,3,Touchdown,2025
USV Jena Rockets,77,2,First Down,2025
USV Jena Rockets,84,2,Touchdown,2025
USV Jena Rockets,84,1,Strafe,2025
USV Jena Rockets,84,5,Interception,2025
USV Jena Rockets,87,1,First Down,2025
V.f.L. Rheda Minotaurs,2,2,First Down,2025
V.f.L. Rheda Minotaurs,2,1,Interception,2025
V.f.L. Rheda Minotaurs,9,1,Strafe,2025
V.f.L. Rheda Minotaurs,10,1,Interception,2025
V.f.L. Rheda Minotaurs,10,1,Touchdown,2025
V.f.L. Rheda Minotaurs,12,1,1-Extra-Punkt,2025
V.f.L. Rheda Minotaurs,12,2,First Down,2025
V.f.L. Rheda Minotaurs,12,3,Touchdown,2025
V.f.L. Rheda Minotaurs,13,1,2-Extra-Punkte,2025
V.f.L. Rheda Minotaurs,16,1,2-Extra-Punkte,2025
V.f.L. Rheda Minotaurs,16,3,First Down,2025
V.f.L. Rheda Minotaurs,16,4,Touchdown,2025
V.f.L. Rheda Minotaurs,18,5,First Down,2025
V.f.L. Rheda Minotaurs,18,14,Touchdown,2025
V.f.L. Rheda Minotaurs,18,1,1-Extra-Punkt,2025
V.f.L. Rheda Minotaurs,18,3,2-Extra-Punkte,2025
V.f.L. Rheda Minotaurs,21,1,2-Extra-Punkte,2025
V.f.L. Rheda Minotaurs,21,5,First Down,2025
V.f.L. Rheda Minotaurs,21,5,Touchdown,2025
V.f.L. Rheda Minotaurs,36,1,1-Extra-Punkt,2025
V.f.L. Rheda Minotaurs,36,7,2-Extra-Punkte,2025
V.f.L. Rheda Minotaurs,36,7,First Down,2025
V.f.L. Rheda Minotaurs,36,14,Touchdown,2025
V.f.L. Rheda Minotaurs,59,1,Safety (+2),2025
V.f.L. Rheda Minotaurs,73,2,First Down,2025
V.f.L. Rheda Minotaurs,73,5,Touchdown,2025
V.f.L. Rheda Minotaurs,73,5,Interception,2025
V.f.L. Rheda Minotaurs,73,2,2-Extra-Punkte,2025
V.f.L. Rheda Minotaurs,89,2,2-Extra-Punkte,2025
V.f.L. Rheda Minotaurs,89,1,Strafe,2025
V.f.L. Rheda Minotaurs,89,8,First Down,2025
V.f.L. Rheda Minotaurs,89,5,Touchdown,2025
V.f.L. Rheda Minotaurs,94,1,Touchdown,2025
Vorpommern Vandals,2,1,Strafe,2025
Vorpommern Vandals,3,4,First Down,2025
Vorpommern Vandals,3,1,Touchdown,2025
Vorpommern Vandals,4,2,Strafe,2025
Vorpommern Vandals,4,1,Touchdown,2025
Vorpommern Vandals,4,1,Safety (+2),2025
Vorpommern Vandals,4,1,1-Extra-Punkt,2025
Vorpommern Vandals,6,4,Touchdown,2025
Vorpommern Vandals,6,5,Interception,2025
Vorpommern Vandals,6,3,First Down,2025
Vorpommern Vandals,7,1,First Down,2025
Vorpommern Vandals,7,1,Strafe,2025
Vorpommern Vandals,9,1,Touchdown,2025
Vorpommern Vandals,11,1,Strafe,2025
Vorpommern Vandals,11,1,1-Extra-Punkt,2025
Vorpommern Vandals,11,3,Touchdown,2025
Vorpommern Vandals,11,2,First Down,2025
Vorpommern Vandals,12,1,First Down,2025
Vorpommern Vandals,12,1,Strafe,2025
Vorpommern Vandals,12,1,1-Extra-Punkt,2025
Vorpommern Vandals,12,2,Touchdown,2025
Vorpommern Vandals,13,3,Interception,2025
Vorpommern Vandals,16,2,Touchdown,2025
Vorpommern Vandals,16,1,First Down,2025
Vorpommern Vandals,17,1,Touchdown,2025
Vorpommern Vandals,17,5,First Down,2025
Vorpommern Vandals,17,1,1-Extra-Punkt,2025
Vorpommern Vandals,18,1,First Down,2025
Walldorf Wanderers,1,3,Interception,2025
Walldorf Wanderers,1,2,Touchdown,2025
Walldorf Wanderers,1,1,First Down,2025
Walldorf Wanderers,1,1,2-Extra-Punkte,2025
Walldorf Wanderers,2,5,2-Extra-Punkte,2025
Walldorf Wanderers,2,11,Touchdown,2025
Walldorf Wanderers,2,5,First Down,2025
Walldorf Wanderers,6,4,First Down,2025
Walldorf Wanderers,6,2,2-Extra-Punkte,2025
Walldorf Wanderers,6,2,1-Extra-Punkt,2025
Walldorf Wanderers,6,8,Touchdown,2025
Walldorf Wanderers,8,2,1-Extra-Punkt,2025
Walldorf Wanderers,8,16,Touchdown,2025
Walldorf Wanderers,8,12,First Down,2025
Walldorf Wanderers,8,5,2-Extra-Punkte,2025
Walldorf Wanderers,12,3,Touchdown,2025
Walldorf Wanderers,12,1,First Down,2025
Walldorf Wanderers,12,1,2-Extra-Punkte,2025
Walldorf Wanderers,14,2,2-Extra-Punkte,2025
Walldorf Wanderers,14,1,Strafe,2025
Walldorf Wanderers,14,1,Touchdown,2025
Walldorf Wanderers,14,1,First Down,2025
Walldorf Wanderers,21,32,Touchdown,2025
Walldorf Wanderers,21,28,First Down,2025
Walldorf Wanderers,21,3,1-Extra-Punkt,2025
Walldorf Wanderers,21,2,Interception,2025
Walldorf Wanderers,21,9,2-Extra-Punkte,2025
Walldorf Wanderers,21,1,Strafe,2025
Walldorf Wanderers,21,1,Safety (+2),2025
Walldorf Wanderers,22,3,Touchdown,2025
Walldorf Wanderers,22,5,Interception,2025
Walldorf Wanderers,22,1,2-Extra-Punkte,2025
Walldorf Wanderers,22,1,Strafe,2025
Walldorf Wanderers,23,1,2-Extra-Punkte,2025
Walldorf Wanderers,23,1,Strafe,2025
Walldorf Wanderers,23,1,First Down,2025
Walldorf Wanderers,23,6,Touchdown,2025
Walldorf Wanderers,23,2,1-Extra-Punkt,2025
Walldorf Wanderers,23,1,Safety (+2),2025
Walldorf Wanderers,23,1,Interception,2025
Walldorf Wanderers,24,5,2-Extra-Punkte,2025
Walldorf Wanderers,24,4,First Down,2025
Walldorf Wanderers,24,4,Touchdown,2025
Walldorf Wanderers,24,1,1-Extra-Punkt,2025
Walldorf Wanderers,27,1,Touchdown,2025
Walldorf Wanderers,28,3,Interception,2025
Walldorf Wanderers,32,3,Interception,2025
Walldorf Wanderers,77,1,1-Extra-Punkt,2025
Walldorf Wanderers,77,8,Touchdown,2025
Walldorf Wanderers,77,1,2-Extra-Punkte,2025
Walldorf Wanderers,77,3,First Down,2025
Walldorf Wanderers,87,3,First Down,2025
Walldorf Wanderers,87,1,2-Extra-Punkte,2025
Walldorf Wanderers,88,3,2-Extra-Punkte,2025
Walldorf Wanderers,88,1,1-Extra-Punkt,2025
Walldorf Wanderers,88,7,First Down,2025
Walldorf Wanderers,88,7,Touchdown,2025
Walldorf Wanderers,88,4,Interception,2025
Walldorf Wanderers,91,1,Interception,2025
Walldorf Wanderers,91,1,First Down,2025
Walldorf Wanderers,91,1,Touchdown,2025
Walldorf Wanderers,96,5,Interception,2025
Walldorf Wanderers Ladies,6,4,Touchdown,2025
Walldorf Wanderers Ladies,6,1,1-Extra-Punkt,2025
Walldorf Wanderers Ladies,6,2,First Down,2025
Walldorf Wanderers Ladies,11,2,First Down,2025
Walldorf Wanderers Ladies,11,4,Touchdown,2025
Walldorf Wanderers Ladies,11,1,2-Extra-Punkte,2025
Walldorf Wanderers Ladies,13,1,First Down,2025
Walldorf Wanderers Ladies,16,2,Strafe,2025
Walldorf Wanderers Ladies,18,1,Strafe,2025
Walldorf Wanderers Ladies,19,3,2-Extra-Punkte,2025
Walldorf Wanderers Ladies,19,5,Touchdown,2025
Walldorf Wanderers Ladies,19,4,First Down,2025
Walldorf Wanderers Ladies,22,1,Strafe,2025
Walldorf Wanderers Ladies,26,3,Touchdown,2025
Walldorf Wanderers Ladies,26,7,First Down,2025
Walldorf Wanderers Ladies,26,1,2-Extra-Punkte,2025
Walldorf Wanderers Ladies,26,1,1-Extra-Punkt,2025
Walldorf Wanderers Ladies,26,1,Safety (+2),2025
Walldorf Wanderers Ladies,26,1,Strafe,2025
Walldorf Wanderers Ladies,40,3,Touchdown,2025
Walldorf Wanderers Ladies,66,1,2-Extra-Punkte,2025
Walldorf Wanderers Ladies,95,2,Interception,2025
Wartburg City Watchers,3,3,First Down,2025
Wartburg City Watchers,3,1,Strafe,2025
Wartburg City Watchers,3,1,Touchdown,2025
Wartburg City Watchers,3,1,Interception,2025
Wartburg City Watchers,22,3,Touchdown,2025
Wartburg City Watchers,22,3,1-Extra-Punkt,2025
Wartburg City Watchers,22,12,First Down,2025
Wartburg City Watchers,26,9,Interception,2025
Wartburg City Watchers,26,3,Touchdown,2025
Wartburg City Watchers,26,1,Strafe,2025
Wartburg City Watchers,26,5,First Down,2025
Wartburg City Watchers,28,1,First Down,2025
Wartburg City Watchers,28,1,Interception,2025
Wartburg City Watchers,28,3,Touchdown,2025
Wartburg City Watchers,28,1,1-Extra-Punkt,2025
Wartburg City Watchers,32,1,Strafe,2025
Wartburg City Watchers,72,1,1-Extra-Punkt,2025
Wartburg City Watchers,72,2,First Down,2025
Wartburg City Watchers,72,2,Touchdown,2025
Wartburg City Watchers,80,1,Strafe,2025
Weinheim Longhorns,0,1,Safety (+2),2025
Weinheim Longhorns,0,1,First Down,2025
Weinheim Longhorns,7,1,2-Extra-Punkte,2025
Weinheim Longhorns,7,3,First Down,2025
Weinheim Longhorns,7,3,1-Extra-Punkt,2025
Weinheim Longhorns,7,2,Touchdown,2025
Weinheim Longhorns,7,2,Strafe,2025
Weinheim Longhorns,8,8,Touchdown,2025
Weinheim Longhorns,8,3,Strafe,2025
Weinheim Longhorns,8,2,First Down,2025
Weinheim Longhorns,8,3,Interception,2025
Weinheim Longhorns,9,1,Interception,2025
Weinheim Longhorns,9,5,Touchdown,2025
Weinheim Longhorns,9,1,1-Extra-Punkt,2025
Weinheim Longhorns,9,7,First Down,2025
Weinheim Longhorns,10,1,1-Extra-Punkt,2025
Weinheim Longhorns,11,2,1-Extra-Punkt,2025
Weinheim Longhorns,11,2,Touchdown,2025
Weinheim Longhorns,11,1,First Down,2025
Weinheim Longhorns,13,1,Safety (+2),2025
Weinheim Longhorns,14,2,First Down,2025
Weinheim Longhorns,14,1,Touchdown,2025
Weinheim Longhorns,16,1,First Down,2025
Weinheim Longhorns,17,2,Touchdown,2025
Weinheim Longhorns,17,1,2-Extra-Punkte,2025
Weinheim Longhorns,17,1,First Down,2025
Weinheim Longhorns,18,2,First Down,2025
Weinheim Longhorns,18,2,Strafe,2025
Weinheim Longhorns,18,4,1-Extra-Punkt,2025
Weinheim Longhorns,18,7,Touchdown,2025
Weinheim Longhorns,18,3,Interception,2025
Weinheim Longhorns,18,1,2-Extra-Punkte,2025
Weinheim Longhorns,22,3,1-Extra-Punkt,2025
Weinheim Longhorns,22,5,Touchdown,2025
Weinheim Longhorns,22,3,Interception,2025
Weinheim Longhorns,26,1,Interception,2025
Weinheim Longhorns,26,1,Strafe,2025
Weinheim Longhorns,26,1,Touchdown,2025
Weinheim Longhorns,29,6,Touchdown,2025
Weinheim Longhorns,29,1,Interception,2025
Weinheim Longhorns,29,3,First Down,2025
Weinheim Longhorns,29,1,Strafe,2025
Weinheim Longhorns,29,1,1-Extra-Punkt,2025
Weinheim Longhorns,32,1,Strafe,2025
Weinheim Longhorns,32,1,Touchdown,2025
Weinheim Longhorns,32,7,Interception,2025
Weinheim Longhorns,36,2,1-Extra-Punkt,2025
Weinheim Longhorns,36,5,Strafe,2025
Weinheim Longhorns,41,1,Interception,2025
Weinheim Longhorns,77,1,1-Extra-Punkt,2025
Weinheim Longhorns,77,1,Touchdown,2025
Weinheim Longhorns,87,1,Touchdown,2025
Weinheim Longhorns,87,3,First Down,2025
Weinheim Longhorns,87,3,1-Extra-Punkt,2025
