Team,Player Number,Count,Event,Year
Schorndorf Power Puffins,15,3,Interception,2025
Schorndorf Power Puffins,18,1,2-Extra-Punkte,2025
Schorndorf Power Puffins,18,8,Touchdown,2025
Schorndorf Power Puffins,18,2,1-Extra-Punkt,2025
Schorndorf Power Puffins,18,1,Strafe,2025
Schorndorf Power Puffins,19,1,1-Extra-Punkt,2025
Schorndorf Power Puffins,19,6,First Down,2025
Schorndorf Power Puffins,19,4,2-Extra-Punkte,2025
Schorndorf Power Puffins,19,13,Touchdown,2025
Schorndorf Power Puffins,20,1,Interception,2025
Schorndorf Power Puffins,26,1,Interception,2025
Schorndorf Power Puffins,27,3,Interception,2025
Schorndorf Power Puffins,31,1,Strafe,2025
Schorndorf Power Puffins,31,2,Interception,2025
Schorndorf Power Puffins,32,2,Touchdown,2025
Schorndorf Power Puffins,32,1,1-Extra-Punkt,2025
Schorndorf Power Puffins,32,1,First Down,2025
Schorndorf Power Puffins,32,1,2-Extra-Punkte,2025
Schorndorf Power Puffins,33,3,Touchdown,2025
Schorndorf Power Puffins,33,2,1-Extra-Punkt,2025
Schorndorf Power Puffins,33,3,First Down,2025
Schorndorf Power Puffins,33,1,2-Extra-Punkte,2025
Schorndorf Power Puffins,59,4,First Down,2025
Schorndorf Power Puffins,59,1,2-Extra-Punkte,2025
Schorndorf Power Puffins,59,1,Strafe,2025
Schorndorf Power Puffins,59,4,Touchdown,2025
Schorndorf Power Puffins,59,6,1-Extra-Punkt,2025
Schorndorf Power Puffins,74,3,1-Extra-Punkt,2025
Schorndorf Power Puffins,74,2,First Down,2025
Schorndorf Power Puffins,74,7,Touchdown,2025
Schorndorf Power Puffins,88,21,Touchdown,2025
Schorndorf Power Puffins,88,5,2-Extra-Punkte,2025
Schorndorf Power Puffins,88,2,1-Extra-Punkt,2025
Schorndorf Power Puffins,88,11,First Down,2025
Schorndorf Power Puffins,89,1,First Down,2025
Schwäbisch Hall Unicorns,0,4,Interception,2025
Schwäbisch Hall Unicorns,0,6,Touchdown,2025
Schwäbisch Hall Unicorns,0,3,First Down,2025
Schwäbisch Hall Unicorns,2,8,First Down,2025
Schwäbisch Hall Unicorns,2,1,Strafe,2025
Schwäbisch Hall Unicorns,2,1,1-Extra-Punkt,2025
Schwäbisch Hall Unicorns,2,2,Interception,2025
Schwäbisch Hall Unicorns,2,11,Touchdown,2025
Schwäbisch Hall Unicorns,2,3,2-Extra-Punkte,2025
Schwäbisch Hall Unicorns,3,2,Touchdown,2025
Schwäbisch Hall Unicorns,3,1,Strafe,2025
Schwäbisch Hall Unicorns,3,1,Safety (+2),2025
Schwäbisch Hall Unicorns,4,1,Touchdown,2025
Schwäbisch Hall Unicorns,4,1,First Down,2025
Schwäbisch Hall Unicorns,4,1,1-Extra-Punkt,2025
Schwäbisch Hall Unicorns,5,2,Interception,2025
Schwäbisch Hall Unicorns,7,1,Interception,2025
Schwäbisch Hall Unicorns,7,3,2-Extra-Punkte,2025
Schwäbisch Hall Unicorns,7,2,Touchdown,2025
Schwäbisch Hall Unicorns,7,5,First Down,2025
Schwäbisch Hall Unicorns,7,2,Strafe,2025
Schwäbisch Hall Unicorns,8,1,Interception,2025
Schwäbisch Hall Unicorns,11,2,1-Extra-Punkt,2025
Schwäbisch Hall Unicorns,11,4,Strafe,2025
Schwäbisch Hall Unicorns,11,3,2-Extra-Punkte,2025
Schwäbisch Hall Unicorns,11,4,First Down,2025
Schwäbisch Hall Unicorns,11,6,Touchdown,2025
Schwäbisch Hall Unicorns,13,1,First Down,2025
Schwäbisch Hall Unicorns,13,3,Touchdown,2025
Schwäbisch Hall Unicorns,13,1,2-Extra-Punkte,2025
Schwäbisch Hall Unicorns,14,1,Strafe,2025
Schwäbisch Hall Unicorns,16,11,First Down,2025
Schwäbisch Hall Unicorns,16,2,1-Extra-Punkt,2025
Schwäbisch Hall Unicorns,16,6,Touchdown,2025
Schwäbisch Hall Unicorns,16,1,Strafe,2025
Schwäbisch Hall Unicorns,17,1,Strafe,2025
Schwäbisch Hall Unicorns,27,1,Interception,2025
Schwäbisch Hall Unicorns,28,1,First Down,2025
Schwäbisch Hall Unicorns,31,1,Safety (+2),2025
Schwäbisch Hall Unicorns,33,2,Touchdown,2025
Schwäbisch Hall Unicorns,33,1,First Down,2025
Schwäbisch Hall Unicorns,33,3,Interception,2025
Schwäbisch Hall Unicorns,48,1,Strafe,2025
Schwäbisch Hall Unicorns,48,1,Touchdown,2025
Schwäbisch Hall Unicorns,59,1,2-Extra-Punkte,2025
Schwäbisch Hall Unicorns,59,9,First Down,2025
Schwäbisch Hall Unicorns,59,7,Touchdown,2025
Schwäbisch Hall Unicorns,59,2,Strafe,2025
Schwäbisch Hall Unicorns,63,1,Interception,2025
Schwäbisch Hall Unicorns,69,4,First Down,2025
Schwäbisch Hall Unicorns,69,3,Touchdown,2025
Schwäbisch Hall Unicorns,82,2,2-Extra-Punkte,2025
Schwäbisch Hall Unicorns,82,2,First Down,2025
Schwäbisch Hall Unicorns,82,5,Touchdown,2025
Schwäbisch Hall Unicorns,88,1,Strafe,2025
Schwäbisch Hall Unicorns,98,1,2-Extra-Punkte,2025
Schwäbisch Hall Unicorns,98,1,1-Extra-Punkt,2025
Schwäbisch Hall Unicorns,99,4,Touchdown,2025
Schwäbisch Hall Unicorns,99,1,Strafe,2025
Schwäbisch Hall Unicorns,99,3,Interception,2025
Schwäbisch Hall Unicorns,99,2,First Down,2025
SG Kelkheim Lizzards,2,11,First Down,2025
SG Kelkheim Lizzards,2,1,Strafe,2025
SG Kelkheim Lizzards,2,5,2-Extra-Punkte,2025
SG Kelkheim Lizzards,2,11,Touchdown,2025
SG Kelkheim Lizzards,3,1,Strafe,2025
SG Kelkheim Lizzards,4,9,Touchdown,2025
SG Kelkheim Lizzards,4,4,1-Extra-Punkt,2025
SG Kelkheim Lizzards,4,12,First Down,2025
SG Kelkheim Lizzards,4,4,2-Extra-Punkte,2025
SG Kelkheim Lizzards,4,4,Strafe,2025
SG Kelkheim Lizzards,5,3,2-Extra-Punkte,2025
SG Kelkheim Lizzards,5,3,Strafe,2025
SG Kelkheim Lizzards,5,6,Touchdown,2025
SG Kelkheim Lizzards,5,12,First Down,2025
SG Kelkheim Lizzards,6,2,Strafe,2025
SG Kelkheim Lizzards,6,4,Interception,2025
SG Kelkheim Lizzards,7,3,Interception,2025
SG Kelkheim Lizzards,7,1,Touchdown,2025
SG Kelkheim Lizzards,7,2,Strafe,2025
SG Kelkheim Lizzards,7,1,Safety (+2),2025
SG Kelkheim Lizzards,8,1,Strafe,2025
SG Kelkheim Lizzards,10,8,First Down,2025
SG Kelkheim Lizzards,10,10,2-Extra-Punkte,2025
SG Kelkheim Lizzards,10,2,1-Extra-Punkt,2025
SG Kelkheim Lizzards,10,24,Touchdown,2025
SG Kelkheim Lizzards,14,1,Strafe,2025
SG Kelkheim Lizzards,14,1,First Down,2025
SG Kelkheim Lizzards,16,6,Touchdown,2025
SG Kelkheim Lizzards,16,1,Strafe,2025
SG Kelkheim Lizzards,16,7,First Down,2025
SG Kelkheim Lizzards,16,6,2-Extra-Punkte,2025
SG Kelkheim Lizzards,16,2,1-Extra-Punkt,2025
SG Kelkheim Lizzards,21,3,Interception,2025
SG Kelkheim Lizzards,21,1,Touchdown,2025
SG Kelkheim Lizzards,22,2,Interception,2025
SG Kelkheim Lizzards,22,1,Strafe,2025
SG Kelkheim Lizzards,27,3,Strafe,2025
SG Kelkheim Lizzards,27,1,Interception,2025
SG Kelkheim Lizzards,33,1,Strafe,2025
SG Kelkheim Lizzards,33,1,First Down,2025
SG Kelkheim Lizzards,35,3,Interception,2025
SG Kelkheim Lizzards,42,1,Strafe,2025
SG Kelkheim Lizzards,84,6,First Down,2025
SG Kelkheim Lizzards,84,1,1-Extra-Punkt,2025
SG Kelkheim Lizzards,84,24,Touchdown,2025
SG Kelkheim Lizzards,84,1,Strafe,2025
SG Kelkheim Lizzards,84,7,2-Extra-Punkte,2025
SG Kelkheim Lizzards,85,8,Touchdown,2025
SG Kelkheim Lizzards,85,1,Strafe,2025
SG Kelkheim Lizzards,85,4,Interception,2025
SG Kelkheim Lizzards,85,3,First Down,2025
SG Kelkheim Lizzards,91,2,Strafe,2025
SG Kelkheim Lizzards,91,2,Safety (+2),2025
SG Kelkheim Lizzards Damen,1,1,1-Extra-Punkt,2025
SG Kelkheim Lizzards Damen,1,10,Touchdown,2025
SG Kelkheim Lizzards Damen,1,3,Interception,2025
SG Kelkheim Lizzards Damen,1,5,First Down,2025
SG Kelkheim Lizzards Damen,3,9,First Down,2025
SG Kelkheim Lizzards Damen,3,3,2-Extra-Punkte,2025
SG Kelkheim Lizzards Damen,3,8,Touchdown,2025
SG Kelkheim Lizzards Damen,3,3,1-Extra-Punkt,2025
SG Kelkheim Lizzards Damen,4,2,Strafe,2025
SG Kelkheim Lizzards Damen,4,2,First Down,2025
SG Kelkheim Lizzards Damen,6,1,Interception,2025
SG Kelkheim Lizzards Damen,7,1,Interception,2025
SG Kelkheim Lizzards Damen,7,1,Strafe,2025
SG Kelkheim Lizzards Damen,7,2,First Down,2025
SG Kelkheim Lizzards Damen,7,2,2-Extra-Punkte,2025
SG Kelkheim Lizzards Damen,7,5,Touchdown,2025
SG Kelkheim Lizzards Damen,10,3,Touchdown,2025
SG Kelkheim Lizzards Damen,10,1,Strafe,2025
SG Kelkheim Lizzards Damen,10,4,1-Extra-Punkt,2025
SG Kelkheim Lizzards Damen,10,1,2-Extra-Punkte,2025
SG Kelkheim Lizzards Damen,11,3,2-Extra-Punkte,2025
SG Kelkheim Lizzards Damen,11,3,Touchdown,2025
SG Kelkheim Lizzards Damen,11,5,Interception,2025
SG Kelkheim Lizzards Damen,12,1,Safety (+2),2025
SG Kelkheim Lizzards Damen,12,1,Touchdown,2025
SG Kelkheim Lizzards Damen,12,1,First Down,2025
SG Kelkheim Lizzards Damen,16,1,Interception,2025
SG Kelkheim Lizzards Damen,17,1,Interception,2025
SG Kelkheim Lizzards Damen,17,1,Touchdown,2025
SG Kelkheim Lizzards Damen,23,1,Interception,2025
SG Kelkheim Lizzards Damen,30,2,1-Extra-Punkt,2025
SG Kelkheim Lizzards Damen,30,7,First Down,2025
SG Kelkheim Lizzards Damen,30,8,Touchdown,2025
SG Kelkheim Lizzards Damen,30,3,2-Extra-Punkte,2025
SG Kelkheim Lizzards Damen,31,1,Safety (+2),2025
SG Kelkheim Lizzards Damen,36,1,Strafe,2025
SG Kelkheim Lizzards II,2,2,Interception,2025
SG Kelkheim Lizzards II,5,3,Strafe,2025
SG Kelkheim Lizzards II,5,2,First Down,2025
SG Kelkheim Lizzards II,5,6,Touchdown,2025
SG Kelkheim Lizzards II,5,1,2-Extra-Punkte,2025
SG Kelkheim Lizzards II,7,2,Interception,2025
SG Kelkheim Lizzards II,7,1,Safety (+2),2025
SG Kelkheim Lizzards II,7,1,Touchdown,2025
SG Kelkheim Lizzards II,8,2,Touchdown,2025
SG Kelkheim Lizzards II,8,4,Interception,2025
SG Kelkheim Lizzards II,8,1,First Down,2025
SG Kelkheim Lizzards II,12,6,First Down,2025
SG Kelkheim Lizzards II,12,4,Touchdown,2025
SG Kelkheim Lizzards II,12,1,1-Extra-Punkt,2025
SG Kelkheim Lizzards II,14,3,2-Extra-Punkte,2025
SG Kelkheim Lizzards II,14,4,First Down,2025
SG Kelkheim Lizzards II,14,1,Strafe,2025
SG Kelkheim Lizzards II,14,4,Touchdown,2025
SG Kelkheim Lizzards II,15,1,2-Extra-Punkte,2025
SG Kelkheim Lizzards II,18,5,Touchdown,2025
SG Kelkheim Lizzards II,18,1,Safety (+2),2025
SG Kelkheim Lizzards II,18,1,2-Extra-Punkte,2025
SG Kelkheim Lizzards II,18,2,1-Extra-Punkt,2025
SG Kelkheim Lizzards II,18,2,Strafe,2025
SG Kelkheim Lizzards II,19,2,Interception,2025
SG Kelkheim Lizzards II,19,1,Safety (+2),2025
SG Kelkheim Lizzards II,21,2,Touchdown,2025
SG Kelkheim Lizzards II,21,5,Interception,2025
SG Kelkheim Lizzards II,22,1,Strafe,2025
SG Kelkheim Lizzards II,22,2,Touchdown,2025
SG Kelkheim Lizzards II,24,1,2-Extra-Punkte,2025
SG Kelkheim Lizzards II,24,2,1-Extra-Punkt,2025
SG Kelkheim Lizzards II,24,6,First Down,2025
SG Kelkheim Lizzards II,24,1,Touchdown,2025
SG Kelkheim Lizzards II,25,4,First Down,2025
SG Kelkheim Lizzards II,25,6,Touchdown,2025
SG Kelkheim Lizzards II,25,2,2-Extra-Punkte,2025
SG Kelkheim Lizzards II,26,1,Interception,2025
SG Kelkheim Lizzards II,26,1,First Down,2025
SG Kelkheim Lizzards II,26,1,1-Extra-Punkt,2025
SG Kelkheim Lizzards II,26,3,Touchdown,2025
SG Kelkheim Lizzards II,27,1,First Down,2025
SG Kelkheim Lizzards II,27,1,1-Extra-Punkt,2025
SG Kelkheim Lizzards II,70,4,Touchdown,2025
SG Kelkheim Lizzards II,70,2,First Down,2025
SG Kelkheim Lizzards II,81,1,First Down,2025
SG Kelkheim Lizzards II,91,1,Touchdown,2025
SG Kelkheim Lizzards II,91,1,Strafe,2025
SG Kelkheim Lizzards II,91,2,First Down,2025
SG Mainz Elecorns,4,1,Interception,2025
SG Mainz Elecorns,4,1,Strafe,2025
SG Mainz Elecorns,8,2,First Down,2025
SG Mainz Elecorns,8,3,Touchdown,2025
SG Mainz Elecorns,9,1,Strafe,2025
SG Mainz Elecorns,9,4,First Down,2025
SG Mainz Elecorns,9,7,1-Extra-Punkt,2025
SG Mainz Elecorns,9,6,Touchdown,2025
SG Mainz Elecorns,11,1,Touchdown,2025
SG Mainz Elecorns,11,1,First Down,2025
SG Mainz Elecorns,11,1,1-Extra-Punkt,2025
SG Mainz Elecorns,18,1,Strafe,2025
SG Mainz Elecorns,38,1,Touchdown,2025
SG Mainz Elecorns,38,1,Strafe,2025
SG Mainz Elecorns,38,1,Interception,2025
SG Mainz Elecorns,60,1,Strafe,2025
SG Mainz Elecorns,62,10,Touchdown,2025
SG Mainz Elecorns,62,3,First Down,2025
SG Mainz Elecorns,62,4,1-Extra-Punkt,2025
SG Mainz Elecorns,63,1,1-Extra-Punkt,2025
SG Mainz Elecorns,63,1,Interception,2025
SG Mainz Elecorns,63,1,Touchdown,2025
SG Mainz Elecorns,64,1,Strafe,2025
SG Mainz Elecorns,66,2,Interception,2025
SG Mainz Elecorns,68,2,First Down,2025
SG Mainz Elecorns,68,3,1-Extra-Punkt,2025
SG Mainz Elecorns,87,5,Touchdown,2025
SG Mainz Elecorns,87,5,First Down,2025
SG Mainz Elecorns,87,5,1-Extra-Punkt,2025
SG Pink Panthers,2,14,Touchdown,2025
SG Pink Panthers,2,5,1-Extra-Punkt,2025
SG Pink Panthers,2,6,First Down,2025
SG Pink Panthers,2,1,Interception,2025
SG Pink Panthers,8,1,Touchdown,2025
SG Pink Panthers,9,1,Interception,2025
SG Pink Panthers,11,4,Interception,2025
SG Pink Panthers,13,1,First Down,2025
SG Pink Panthers,17,1,First Down,2025
SG Pink Panthers,19,6,First Down,2025
SG Pink Panthers,19,1,Touchdown,2025
SG Pink Panthers,19,1,1-Extra-Punkt,2025
SG Pink Panthers,21,1,Touchdown,2025
SG Pink Panthers,21,1,First Down,2025
SG Pink Panthers,22,1,Interception,2025
SG Pink Panthers,26,2,First Down,2025
SG Pink Panthers,26,3,Touchdown,2025
SG Pink Panthers,26,1,Strafe,2025
SG Pink Panthers,27,1,Interception,2025
SG Pink Panthers,27,1,Safety (+2),2025
SG Pink Panthers,28,2,1-Extra-Punkt,2025
SG Pink Panthers,28,2,First Down,2025
SG Pink Panthers,28,8,Touchdown,2025
SG Pink Panthers,32,3,Interception,2025
SG Pink Panthers,33,1,First Down,2025
SG Pink Panthers,40,2,Strafe,2025
SG Pink Panthers,40,1,1-Extra-Punkt,2025
SG Pink Panthers,40,1,Touchdown,2025
SG Pink Panthers,46,2,Touchdown,2025
SG Pink Panthers,46,3,Strafe,2025
SG Pink Panthers,46,1,2-Extra-Punkte,2025
SG Pink Panthers,46,3,1-Extra-Punkt,2025
SG Pink Panthers,46,1,Interception,2025
SG Pink Panthers,46,2,First Down,2025
SG Pink Panthers,62,1,Strafe,2025
SG Pink Panthers,62,1,Interception,2025
SG Pink Panthers,66,1,First Down,2025
SG Pink Panthers,83,1,Touchdown,2025
SG Pink Panthers,96,1,Touchdown,2025
SG Pink Panthers,96,2,1-Extra-Punkt,2025
SG Pink Panthers,96,1,Strafe,2025
SG Pink Panthers,99,2,1-Extra-Punkt,2025
SG Pink Panthers,99,3,Interception,2025
SG Pink Panthers,99,5,First Down,2025
SG Pink Panthers,99,1,Touchdown,2025
Silver Foxes Radebeul,4,2,Touchdown,2025
Silver Foxes Radebeul,4,1,First Down,2025
Silver Foxes Radebeul,4,1,2-Extra-Punkte,2025
Silver Foxes Radebeul,7,1,Touchdown,2025
Silver Foxes Radebeul,12,1,1-Extra-Punkt,2025
Silver Foxes Radebeul,12,3,Touchdown,2025
Silver Foxes Radebeul,12,2,Strafe,2025
Silver Foxes Radebeul,15,1,First Down,2025
Silver Foxes Radebeul,18,1,Touchdown,2025
Silver Foxes Radebeul,21,2,Touchdown,2025
Silver Foxes Radebeul,21,2,Interception,2025
Silver Foxes Radebeul,21,1,2-Extra-Punkte,2025
Silver Foxes Radebeul,27,1,Interception,2025
Silver Foxes Radebeul,79,1,First Down,2025
Silver Foxes Radebeul,99,1,First Down,2025
Solingen Paladins,4,1,2-Extra-Punkte,2025
Solingen Paladins,4,3,1-Extra-Punkt,2025
Solingen Paladins,4,10,Touchdown,2025
Solingen Paladins,8,5,Touchdown,2025
Solingen Paladins,8,2,First Down,2025
Solingen Paladins,8,1,1-Extra-Punkt,2025
Solingen Paladins,11,2,1-Extra-Punkt,2025
Solingen Paladins,11,1,First Down,2025
Solingen Paladins,14,4,1-Extra-Punkt,2025
Solingen Paladins,14,2,Touchdown,2025
Solingen Paladins,15,1,Strafe,2025
Solingen Paladins,17,7,First Down,2025
Solingen Paladins,17,1,Strafe,2025
Solingen Paladins,17,1,1-Extra-Punkt,2025
Solingen Paladins,17,6,Touchdown,2025
Solingen Paladins,24,2,Touchdown,2025
Solingen Paladins,25,1,Touchdown,2025
Solingen Paladins,25,2,1-Extra-Punkt,2025
Solingen Paladins,32,1,Strafe,2025
Solingen Paladins,33,2,Interception,2025
Solingen Paladins,33,1,Touchdown,2025
Solingen Paladins,79,3,Interception,2025
Solingen Paladins,79,1,Touchdown,2025
Solingen Paladins,85,2,Interception,2025
Solingen Paladins,99,2,Touchdown,2025
Southern Sparkles DFFLF,1,1,Strafe,2025
Southern Sparkles DFFLF,1,1,Interception,2025
Southern Sparkles DFFLF,6,5,Touchdown,2025
Southern Sparkles DFFLF,6,3,First Down,2025
Southern Sparkles DFFLF,6,4,1-Extra-Punkt,2025
Southern Sparkles DFFLF,7,3,First Down,2025
Southern Sparkles DFFLF,13,1,Touchdown,2025
Southern Sparkles DFFLF,13,1,Interception,2025
Southern Sparkles DFFLF,14,2,Interception,2025
Southern Sparkles DFFLF,22,2,Interception,2025
Southern Sparkles DFFLF,22,1,Touchdown,2025
Southern Sparkles DFFLF,23,1,1-Extra-Punkt,2025
Southern Sparkles DFFLF,26,2,Touchdown,2025
Southern Sparkles DFFLF,26,1,Strafe,2025
Southern Sparkles DFFLF,27,1,Interception,2025
Southern Sparkles DFFLF,33,2,Interception,2025
Southern Sparkles DFFLF,33,1,1-Extra-Punkt,2025
Southern Sparkles DFFLF,33,3,Touchdown,2025
Southern Sparkles DFFLF,33,1,Strafe,2025
Southern Sparkles DFFLF,38,1,Interception,2025
Southern Sparkles DFFLF,42,1,Interception,2025
Southern Sparkles DFFLF,66,6,First Down,2025
Southern Sparkles DFFLF,66,3,1-Extra-Punkt,2025
Southern Sparkles DFFLF,66,12,Touchdown,2025
Southern Sparkles DFFLF,66,3,Interception,2025
Southern Sparkles DFFLF,66,1,2-Extra-Punkte,2025
Southern Sparkles DFFLF,78,1,2-Extra-Punkte,2025
Southern Sparkles DFFLF,78,1,First Down,2025
Southern Sparkles DFFLF,78,4,1-Extra-Punkt,2025
Southern Sparkles DFFLF,78,2,Touchdown,2025
Southern Sparkles DFFLF,78,2,Strafe,2025
Spandau Bulldogs,1,1,First Down,2025
Spandau Bulldogs,7,1,Interception,2025
Spandau Bulldogs,11,2,Touchdown,2025
Spandau Bulldogs,20,1,2-Extra-Punkte,2025
Spandau Bulldogs,20,3,Touchdown,2025
Spandau Bulldogs,20,6,First Down,2025
Spandau Bulldogs,21,1,Interception,2025
Spandau Bulldogs,30,1,Touchdown,2025
Spandau Bulldogs,52,7,Touchdown,2025
Spandau Bulldogs,52,2,2-Extra-Punkte,2025
Spandau Bulldogs,52,4,First Down,2025
Spandau Bulldogs,73,1,First Down,2025
Spandau Bulldogs,73,1,Touchdown,2025
Spandau Bulldogs,99,3,2-Extra-Punkte,2025
Spandau Bulldogs,99,1,1-Extra-Punkt,2025
Spandau Bulldogs,99,4,First Down,2025
Spandau Bulldogs,99,1,Touchdown,2025
Strelitz Dukes,1,6,Touchdown,2025
Strelitz Dukes,1,5,1-Extra-Punkt,2025
Strelitz Dukes,1,5,First Down,2025
Strelitz Dukes,1,2,Strafe,2025
Strelitz Dukes,2,1,Strafe,2025
Strelitz Dukes,2,7,Touchdown,2025
Strelitz Dukes,2,2,1-Extra-Punkt,2025
Strelitz Dukes,2,6,First Down,2025
Strelitz Dukes,3,1,Interception,2025
Strelitz Dukes,4,2,2-Extra-Punkte,2025
Strelitz Dukes,4,3,Strafe,2025
Strelitz Dukes,4,27,Touchdown,2025
Strelitz Dukes,4,7,1-Extra-Punkt,2025
Strelitz Dukes,4,12,Interception,2025
Strelitz Dukes,4,19,First Down,2025
Strelitz Dukes,6,2,First Down,2025
Strelitz Dukes,6,2,Touchdown,2025
Strelitz Dukes,6,2,1-Extra-Punkt,2025
Strelitz Dukes,7,2,Strafe,2025
Strelitz Dukes,7,5,Interception,2025
Strelitz Dukes,11,1,Safety (+2),2025
Strelitz Dukes,11,1,Strafe,2025
Strelitz Dukes,14,18,Touchdown,2025
Strelitz Dukes,14,2,Strafe,2025
Strelitz Dukes,14,4,1-Extra-Punkt,2025
Strelitz Dukes,14,17,First Down,2025
Strelitz Dukes,15,2,Interception,2025
Strelitz Dukes,22,1,1-Extra-Punkt,2025
Strelitz Dukes,22,3,First Down,2025
Strelitz Dukes,31,8,First Down,2025
Strelitz Dukes,31,3,Touchdown,2025
Strelitz Dukes,31,1,Strafe,2025
Strelitz Dukes,31,5,1-Extra-Punkt,2025
Strelitz Dukes,69,1,Strafe,2025
Strelitzer FC e.V.,1,2,First Down,2025
Strelitzer FC e.V.,2,3,First Down,2025
Strelitzer FC e.V.,2,1,Touchdown,2025
Strelitzer FC e.V.,2,1,2-Extra-Punkte,2025
Strelitzer FC e.V.,12,1,First Down,2025
Strelitzer FC e.V.,13,3,Interception,2025
Strelitzer FC e.V.,13,1,Touchdown,2025
Strelitzer FC e.V.,21,1,Interception,2025
Strelitzer FC e.V.,22,1,Touchdown,2025
Strelitzer FC e.V.,22,1,1-Extra-Punkt,2025
Strelitzer FC e.V.,69,1,Interception,2025
Stuttgart Scorpions,6,1,Strafe,2025
Stuttgart Scorpions,6,1,First Down,2025
Stuttgart Scorpions,6,2,1-Extra-Punkt,2025
Stuttgart Scorpions,8,1,1-Extra-Punkt,2025
Stuttgart Scorpions,8,3,Touchdown,2025
Stuttgart Scorpions,8,1,First Down,2025
Stuttgart Scorpions,9,2,Interception,2025
Stuttgart Scorpions,11,1,First Down,2025
Stuttgart Scorpions,12,1,Touchdown,2025
Stuttgart Scorpions,12,1,First Down,2025
Stuttgart Scorpions,17,2,Touchdown,2025
Stuttgart Scorpions,17,2,First Down,2025
Stuttgart Scorpions,18,1,Strafe,2025
Stuttgart Scorpions,19,1,First Down,2025
Stuttgart Scorpions,19,1,1-Extra-Punkt,2025
Stuttgart Scorpions,19,1,Interception,2025
Stuttgart Scorpions,19,2,Touchdown,2025
Stuttgart Scorpions,20,2,Interception,2025
Stuttgart Scorpions,22,1,Touchdown,2025
Stuttgart Scorpions,22,2,First Down,2025
Stuttgart Scorpions,23,1,First Down,2025
Stuttgart Scorpions,24,1,First Down,2025
Stuttgart Scorpions,25,3,First Down,2025
Stuttgart Scorpions,25,2,Touchdown,2025
Stuttgart Scorpions,25,1,1-Extra-Punkt,2025
Stuttgart Scorpions,25,1,2-Extra-Punkte,2025
Stuttgart Scorpions,27,1,Strafe,2025
Stuttgart Scorpions,27,1,Interception,2025
Stuttgart Scorpions,29,1,Strafe,2025
Stuttgart Scorpions,32,3,First Down,2025
Stuttgart Scorpions,32,1,Safety (+2),2025
Stuttgart Scorpions,32,1,1-Extra-Punkt,2025
Stuttgart Scorpions,35,1,Strafe,2025
Stuttgart Scorpions,43,1,Strafe,2025
Stuttgart Scorpions,43,1,Touchdown,2025
Stuttgart Scorpions,43,2,First Down,2025
Stuttgart Scorpions,46,2,1-Extra-Punkt,2025
Stuttgart Scorpions,46,2,Touchdown,2025
Stuttgart Scorpions,46,3,First Down,2025
Stuttgart Scorpions,63,4,Touchdown,2025
Stuttgart Scorpions,63,1,Interception,2025
Stuttgart Scorpions,63,1,First Down,2025
Stuttgart Scorpions,81,1,2-Extra-Punkte,2025
Stuttgart Scorpions,81,4,Touchdown,2025
Stuttgart Scorpions,81,4,1-Extra-Punkt,2025
Stuttgart Scorpions,81,2,Strafe,2025
Stuttgart Scorpions,83,1,Strafe,2025
Stuttgart Scorpions,91,1,Strafe,2025
Stuttgart Scorpions,91,4,Interception,2025
Stuttgart Scorpions,91,3,First Down,2025
Stuttgart Scorpions,91,2,Touchdown,2025
Stuttgart Scorpions,95,1,Strafe,2025
Stuttgart Scorpions,98,1,2-Extra-Punkte,2025
Stuttgart Scorpions,98,2,First Down,2025
Stuttgart Scorpions,98,1,Touchdown,2025
Stuttgart Scorpions II,3,1,First Down,2025
Stuttgart Scorpions II,3,1,1-Extra-Punkt,2025
Stuttgart Scorpions II,3,1,Strafe,2025
Stuttgart Scorpions II,3,1,Touchdown,2025
Stuttgart Scorpions II,4,2,Touchdown,2025
Stuttgart Scorpions II,4,1,First Down,2025
Stuttgart Scorpions II,6,2,1-Extra-Punkt,2025
Stuttgart Scorpions II,6,1,First Down,2025
Stuttgart Scorpions II,7,1,Touchdown,2025
Stuttgart Scorpions II,7,1,1-Extra-Punkt,2025
Stuttgart Scorpions II,7,2,First Down,2025
Stuttgart Scorpions II,7,1,Strafe,2025
Stuttgart Scorpions II,10,1,First Down,2025
Stuttgart Scorpions II,12,1,Strafe,2025
Stuttgart Scorpions II,12,5,First Down,2025
Stuttgart Scorpions II,12,3,Touchdown,2025
Stuttgart Scorpions II,13,6,1-Extra-Punkt,2025
Stuttgart Scorpions II,13,5,First Down,2025
Stuttgart Scorpions II,13,2,Touchdown,2025
Stuttgart Scorpions II,16,1,Touchdown,2025
Stuttgart Scorpions II,17,1,First Down,2025
Stuttgart Scorpions II,19,1,Interception,2025
Stuttgart Scorpions II,19,1,First Down,2025
Stuttgart Scorpions II,19,1,Touchdown,2025
Stuttgart Scorpions II,20,2,Interception,2025
Stuttgart Scorpions II,21,2,Strafe,2025
Stuttgart Scorpions II,21,1,Interception,2025
Stuttgart Scorpions II,24,1,1-Extra-Punkt,2025
Stuttgart Scorpions II,24,5,First Down,2025
Stuttgart Scorpions II,24,2,Touchdown,2025
Stuttgart Scorpions II,25,3,First Down,2025
Stuttgart Scorpions II,25,5,Touchdown,2025
Stuttgart Scorpions II,25,3,1-Extra-Punkt,2025
Stuttgart Scorpions II,28,1,Touchdown,2025
Stuttgart Scorpions II,32,1,First Down,2025
